image,class_label
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00001.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00002.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00003.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00004.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00005.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00006.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00007.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00008.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00009.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00010.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00011.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00012.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00013.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00014.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00015.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00016.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00017.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00018.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00019.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00020.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00021.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00022.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00023.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00024.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00025.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00026.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00027.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00028.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00029.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00030.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00031.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00032.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00033.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00034.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00035.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00036.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00037.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00038.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00039.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00040.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00041.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00042.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00043.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00044.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00045.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00046.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00047.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00048.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00049.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00050.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00051.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00052.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00053.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00054.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00055.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00056.jpg,0
kaggle/input/casia-dataset/CASIA2/Au/Au_ani_00057.jpg,0
